category,regime,model,model_slug,weighting,n,weight_sum,negative_log_score,interval_score
Politics,inactive,MHB,mhb,volume,4615,283035883.0,1.0677670860152177,0.08658578567584946
Politics,inactive,DR normal,dr_normal,contract_balanced,4615,13.0,2.0406768114006617,0.07915029355546574
Politics,inactive,DR-AS normal,dras_normal,contract_balanced,4615,13.0,2.8293933674512526,0.15155207112812275
Politics,inactive,"Beta, no hurdle",beta_no_hurdle,contract_balanced,4615,13.0,9.134986594423642,0.13338578210066016
Politics,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,4615,13.0,7.247023359653112,0.14087882926983689
Politics,inactive,MHB,mhb,contract_balanced,4615,13.0,7.2325902862739655,0.14090333838177332
Sports,inactive,DR normal,dr_normal,equal,242012,242012.0,0.654475187602316,0.016035820197080986
Sports,inactive,DR-AS normal,dras_normal,equal,242012,242012.0,0.6880838169957018,0.0167847351785401
Sports,inactive,"Beta, no hurdle",beta_no_hurdle,equal,242012,242012.0,0.8048802479115912,0.016529346167568355
Sports,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,242012,242012.0,0.16140633346234062,0.009099950968750702
Sports,inactive,MHB,mhb,equal,242012,242012.0,0.1621707291422309,0.009103786324101318
Sports,inactive,DR normal,dr_normal,volume,242012,251578399.0,2.026564696392043,0.1306573805063102
Sports,inactive,DR-AS normal,dras_normal,volume,242012,251578399.0,2.3999561697959315,0.14117557454725777
Sports,inactive,"Beta, no hurdle",beta_no_hurdle,volume,242012,251578399.0,8.140903985795962,0.13931405975016276
Sports,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,242012,251578399.0,6.279511125117694,0.15158726750808146
Sports,inactive,MHB,mhb,volume,242012,251578399.0,6.27073462300504,0.15170695522162259
Sports,inactive,DR normal,dr_normal,contract_balanced,242012,280.0,2.224718954905231,0.2142040867434759
Sports,inactive,DR-AS normal,dras_normal,contract_balanced,242012,280.0,2.536112044806467,0.22194524365494273
Sports,inactive,"Beta, no hurdle",beta_no_hurdle,contract_balanced,242012,280.0,14.66405512896788,0.22885923672349076
Sports,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,242012,280.0,12.99798276360608,0.23676158074706868
Sports,inactive,MHB,mhb,contract_balanced,242012,280.0,13.017269020279052,0.2371020044828055
